HomeTeam,AwayTeam,FTHG,FTAG,FTR
Rotherham,Aston Villa,1,2,A
Aston Villa,Bristol City,2,1,H
Derby,Bolton,4,0,H
Ipswich,Birmingham,1,1,D
Leeds,Sheffield Weds,1,0,H
Middlesbrough,Hull,1,0,H
Nott'm Forest,Blackburn,1,2,A
QPR,Swansea,4,0,H
Reading,Brentford,2,1,H
Sheffield United,Millwall,1,1,D
Stoke,Rotherham,2,2,D
West Brom,Preston,4,1,H
Wigan,Norwich,1,1,D
Birmingham,Derby,2,2,D
Bolton,Aston Villa,0,2,A
Bristol City,Reading,1,1,D
Leeds,Wigan,1,2,A
Middlesbrough,Stoke,1,0,H
Millwall,Brentford,1,1,D
Norwich,Sheffield Weds,2,2,D
Preston,Ipswich,4,0,H
QPR,Blackburn,1,2,A
Sheffield United,Nott'm Forest,2,0,H
Swansea,Rotherham,4,3,H
West Brom,Hull,3,2,H
Aston Villa,Millwall,1,0,H
Blackburn,Bolton,2,0,H
Brentford,Leeds,2,0,H
Derby,QPR,2,0,H
Hull,Sheffield United,0,3,A
Ipswich,Swansea,0,1,A
Nott'm Forest,Middlesbrough,3,0,H
Reading,West Brom,0,0,D
Rotherham,Birmingham,1,3,A
Sheffield Weds,Bristol City,2,0,H
Stoke,Norwich,2,2,D
Wigan,Preston,2,0,H
Birmingham,Wigan,1,1,D
Bolton,Brentford,0,1,A
Bristol City,Derby,0,2,A
Middlesbrough,Reading,2,1,H
Millwall,Stoke,0,0,D
Norwich,Blackburn,2,1,H
Preston,Sheffield Weds,3,3,D
QPR,Nott'm Forest,0,1,A
Sheffield United,Ipswich,2,0,H
Swansea,Hull,2,2,D
West Brom,Rotherham,2,1,H
Leeds,Aston Villa,1,1,D
Millwall,Bristol City,1,2,A
Swansea,Derby,1,1,D
Aston Villa,Norwich,1,2,A
Blackburn,Swansea,2,2,D
Brentford,Preston,3,0,H
Derby,West Brom,3,1,H
Hull,Bristol City,1,1,D
Ipswich,Leeds,3,2,H
Nott'm Forest,Bolton,1,0,H
Reading,Birmingham,0,0,D
Rotherham,Middlesbrough,1,2,A
Sheffield Weds,QPR,1,2,A
Stoke,Sheffield United,2,2,D
Wigan,Millwall,1,0,H
Nott'm Forest,Millwall,1,0,H
Sunderland,Derby,1,1,D
Aston Villa,Hull,1,1,D
Bristol City,Barnsley,3,1,H
Burton,Cardiff,0,1,A
Fulham,Norwich,1,1,D
Ipswich,Birmingham,1,0,H
Preston,Sheffield Weds,1,0,H
QPR,Reading,2,0,H
Sheffield United,Brentford,1,0,H
Wolves,Middlesbrough,1,0,H
Bolton,Leeds,2,3,A
Barnsley,Ipswich,1,2,A
Birmingham,Bristol City,2,1,H
Brentford,Nott'm Forest,3,4,A
Cardiff,Aston Villa,3,0,H
Derby,Wolves,0,2,A
Hull,Burton,4,1,H
Leeds,Preston,0,0,D
Middlesbrough,Sheffield United,1,0,H
Millwall,Bolton,1,1,D
Reading,Fulham,1,1,D
Sheffield Weds,QPR,1,1,D
Norwich,Sunderland,1,3,A
Barnsley,Nott'm Forest,2,1,H
Birmingham,Bolton,0,0,D
Brentford,Bristol City,2,2,D
Cardiff,Sheffield United,2,0,H
Derby,Preston,1,0,H
Hull,Wolves,2,3,A
Leeds,Fulham,0,0,D
Middlesbrough,Burton,2,0,H
Millwall,Ipswich,3,4,A
Reading,Aston Villa,2,1,H
Norwich,QPR,2,0,H
Sheffield Weds,Sunderland,1,1,D
Burton,Birmingham,2,1,H
Aston Villa,Norwich,4,2,H
Bolton,Derby,1,2,A
Bristol City,Millwall,0,0,D
Fulham,Sheffield Weds,0,1,A
Ipswich,Brentford,2,0,H
Nott'm Forest,Middlesbrough,2,1,H
Preston,Reading,1,0,H
QPR,Hull,2,1,H
Sheffield United,Barnsley,1,0,H
Sunderland,Leeds,0,2,A
Wolves,Cardiff,1,2,A
Bristol City,Aston Villa,1,1,D
Hull,Bolton,4,0,H
Barnsley,Sunderland,3,0,H
Birmingham,Reading,0,2,A
Brentford,Wolves,0,0,D
Burton,Sheffield Weds,1,1,D
Cardiff,QPR,2,1,H
Ipswich,Fulham,0,2,A
Middlesbrough,Preston,0,0,D
Millwall,Norwich,4,0,H
Nott'm Forest,Leeds,0,2,A
Sheffield United,Derby,3,1,H
Derby,Hull,5,0,H
Aston Villa,Brentford,0,0,D
Bolton,Middlesbrough,0,3,A
Fulham,Cardiff,1,1,D
Leeds,Burton,5,0,H
Norwich,Birmingham,1,0,H
Preston,Barnsley,1,1,D
QPR,Ipswich,2,1,H
Reading,Bristol City,0,1,A
Sheffield Weds,Nott'm Forest,3,1,H
Sunderland,Sheffield United,1,2,A
Wolves,Millwall,1,0,H
Aston Villa,Middlesbrough,0,0,D
Bolton,Sheffield United,0,1,A
Leeds,Birmingham,2,0,H
Norwich,Burton,0,0,D
Preston,Cardiff,3,0,H
QPR,Millwall,2,2,D
Sheffield Weds,Brentford,2,1,H
Sunderland,Nott'm Forest,0,1,A
Wolves,Bristol City,3,3,D
Fulham,Hull,2,1,H
Barnsley,Aston Villa,0,3,A
Birmingham,Preston,1,3,A
Brentford,Reading,1,1,D
Bristol City,Derby,4,1,H
Burton,Fulham,2,1,H
Cardiff,Sheffield Weds,1,1,D
Hull,Sunderland,1,1,D
Ipswich,Bolton,2,0,H
Middlesbrough,QPR,3,2,H
Millwall,Leeds,1,0,H
Nott'm Forest,Wolves,1,2,A
Sheffield United,Norwich,0,1,A
Aston Villa,Nott'm Forest,2,1,H
Bolton,Brentford,0,3,A
Derby,Birmingham,1,1,D
Fulham,Middlesbrough,1,1,D
Leeds,Ipswich,3,2,H
Norwich,Bristol City,0,0,D
Preston,Millwall,0,0,D
QPR,Burton,0,0,D
Reading,Hull,1,1,D
Sunderland,Cardiff,1,2,A
Wolves,Barnsley,2,1,H
Sheffield Weds,Sheffield United,2,4,A
Barnsley,QPR,1,1,D
Brentford,Derby,1,1,D
Bristol City,Bolton,2,0,H
Burton,Aston Villa,0,4,A
Cardiff,Leeds,3,1,H
Hull,Preston,1,2,A
Ipswich,Sunderland,5,2,H
Middlesbrough,Norwich,0,1,A
Millwall,Reading,2,1,H
Nott'm Forest,Fulham,1,3,A
Birmingham,Sheffield Weds,1,0,H
Sheffield United,Wolves,2,0,H
QPR,Fulham,1,2,A
Aston Villa,Bolton,1,0,H
Burton,Wolves,0,4,A
Cardiff,Derby,0,0,D
Hull,Birmingham,6,1,H
Ipswich,Bristol City,1,3,A
Middlesbrough,Brentford,2,2,D
Millwall,Barnsley,1,3,A
Nott'm Forest,Sheffield United,2,1,H
Preston,Sunderland,2,2,D
Reading,Norwich,1,2,A
Sheffield Weds,Leeds,3,0,H
Birmingham,Cardiff,1,0,H
Bristol City,Burton,0,0,D
Barnsley,Middlesbrough,2,2,D
Bolton,Sheffield Weds,2,1,H
Brentford,Millwall,1,0,H
Fulham,Preston,2,2,D
Leeds,Reading,0,1,A
Norwich,Hull,1,1,D
Sheffield United,Ipswich,1,0,H
Sunderland,QPR,1,1,D
Wolves,Aston Villa,2,0,H
Derby,Nott'm Forest,2,0,H
Aston Villa,Fulham,2,1,H
Barnsley,Hull,0,1,A
Bolton,QPR,1,1,D
Brentford,Sunderland,3,3,D
Bristol City,Leeds,0,3,A
Derby,Sheffield Weds,2,0,H
Middlesbrough,Cardiff,0,1,A
Millwall,Birmingham,2,0,H
Nott'm Forest,Burton,2,0,H
Sheffield United,Reading,2,1,H
Wolves,Preston,3,2,H
Ipswich,Norwich,0,1,A
Leeds,Sheffield United,1,2,A
Burton,Ipswich,1,2,A
Cardiff,Millwall,0,0,D
Fulham,Bolton,1,1,D
Hull,Nott'm Forest,2,3,A
Norwich,Derby,1,2,A
Preston,Brentford,2,3,A
QPR,Wolves,2,1,H
Reading,Middlesbrough,0,2,A
Sheffield Weds,Barnsley,1,1,D
Sunderland,Bristol City,1,2,A
Birmingham,Aston Villa,0,0,D
Burton,Barnsley,2,4,A
Cardiff,Ipswich,3,1,H
Fulham,Bristol City,0,2,A
Hull,Middlesbrough,1,3,A
Leeds,Derby,1,2,A
Norwich,Wolves,0,2,A
QPR,Sheffield United,1,0,H
Reading,Nott'm Forest,3,1,H
Sheffield Weds,Millwall,2,1,H
Sunderland,Bolton,3,3,D
Birmingham,Brentford,0,2,A
Preston,Aston Villa,0,2,A
Wolves,Fulham,2,0,H
Aston Villa,Sheffield Weds,1,2,A
Barnsley,Birmingham,2,0,H
Bolton,Norwich,2,1,H
Brentford,Leeds,3,1,H
Bristol City,Cardiff,2,1,H
Derby,Reading,2,4,A
Ipswich,Preston,3,0,H
Millwall,Burton,0,1,A
Nott'm Forest,QPR,4,0,H
Sheffield United,Hull,4,1,H
Middlesbrough,Sunderland,1,0,H
Burton,Sheffield United,1,3,A
Preston,Bolton,0,0,D
Birmingham,Nott'm Forest,1,0,H
Cardiff,Brentford,2,0,H
Fulham,Derby,1,1,D
Hull,Ipswich,2,2,D
Norwich,Barnsley,1,1,D
QPR,Aston Villa,1,2,A
Reading,Wolves,0,2,A
Sheffield Weds,Bristol City,0,0,D
Sunderland,Millwall,2,2,D
Leeds,Middlesbrough,2,1,H
Aston Villa,Sunderland,2,1,H
Barnsley,Cardiff,0,1,A
Bolton,Reading,2,2,D
Brentford,Burton,1,1,D
Bristol City,Preston,1,2,A
Derby,QPR,2,0,H
Millwall,Hull,0,0,D
Nott'm Forest,Norwich,1,0,H
Sheffield United,Fulham,4,5,A
Ipswich,Sheffield Weds,2,2,D
Middlesbrough,Birmingham,2,0,H
Wolves,Leeds,4,1,H
Aston Villa,Ipswich,2,0,H
Barnsley,Leeds,0,2,A
Burton,Sunderland,0,2,A
Fulham,Millwall,1,0,H
Hull,Bristol City,2,3,A
Middlesbrough,Derby,0,3,A
Norwich,Preston,1,1,D
Reading,Sheffield Weds,0,0,D
Sheffield United,Birmingham,1,1,D
Wolves,Bolton,5,1,H
Nott'm Forest,Cardiff,0,2,A
QPR,Brentford,2,2,D
Derby,Ipswich,0,1,A
Reading,Barnsley,3,0,H
Cardiff,Norwich,3,1,H
Leeds,Aston Villa,1,1,D
Bolton,Barnsley,3,1,H
Brentford,Fulham,3,1,H
Bristol City,Middlesbrough,2,1,H
Derby,Burton,1,0,H
Ipswich,Nott'm Forest,4,2,H
Millwall,Sheffield United,3,1,H
Preston,QPR,1,0,H
Sheffield Weds,Hull,2,2,D
Sunderland,Reading,1,3,A
Birmingham,Wolves,0,1,A
Sheffield United,Bristol City,1,2,A
Aston Villa,Millwall,0,0,D
Barnsley,Derby,0,3,A
Burton,Preston,1,2,A
Fulham,Birmingham,1,0,H
Hull,Brentford,3,2,H
Middlesbrough,Ipswich,2,0,H
Norwich,Sheffield Weds,3,1,H
Nott'm Forest,Bolton,3,2,H
QPR,Leeds,1,3,A
Wolves,Sunderland,0,0,D
Reading,Cardiff,2,2,D
Sheffield Weds,Wolves,0,1,A
Birmingham,QPR,1,2,A
Bolton,Burton,0,1,A
Brentford,Barnsley,0,0,D
Bristol City,Nott'm Forest,2,1,H
Cardiff,Hull,1,0,H
Derby,Aston Villa,2,0,H
Ipswich,Reading,2,0,H
Leeds,Norwich,1,0,H
Millwall,Middlesbrough,2,1,H
Preston,Sheffield United,1,0,H
Sunderland,Fulham,1,0,H
Norwich,Brentford,1,2,A
Aston Villa,Sheffield United,2,2,D
Bolton,Cardiff,2,0,H
Derby,Millwall,3,0,H
Fulham,Barnsley,2,1,H
Leeds,Hull,1,0,H
Preston,Nott'm Forest,1,1,D
QPR,Bristol City,1,1,D
Reading,Burton,1,2,A
Sheffield Weds,Middlesbrough,1,2,A
Sunderland,Birmingham,1,1,D
Wolves,Ipswich,1,0,H
Barnsley,Preston,0,0,D
Birmingham,Norwich,0,2,A
Brentford,Aston Villa,2,1,H
Bristol City,Reading,2,0,H
Burton,Leeds,1,2,A
Cardiff,Fulham,2,4,A
Hull,Derby,0,0,D
Ipswich,QPR,0,0,D
Middlesbrough,Bolton,2,0,H
Millwall,Wolves,2,2,D
Nott'm Forest,Sheffield Weds,0,3,A
Sheffield United,Sunderland,3,0,H
Cardiff,Preston,0,1,A
Millwall,QPR,1,0,H
Barnsley,Reading,1,1,D
Birmingham,Leeds,1,0,H
Brentford,Sheffield Weds,2,0,H
Bristol City,Wolves,1,2,A
Burton,Norwich,0,0,D
Hull,Fulham,2,2,D
Ipswich,Derby,1,2,A
Middlesbrough,Aston Villa,0,1,A
Nott'm Forest,Sunderland,0,1,A
Sheffield United,Bolton,0,1,A
Aston Villa,Bristol City,5,0,H
Bolton,Hull,1,0,H
Derby,Sheffield United,1,1,D
Leeds,Nott'm Forest,0,0,D
Norwich,Millwall,2,1,H
Preston,Middlesbrough,2,3,A
QPR,Cardiff,2,1,H
Sheffield Weds,Burton,0,3,A
Sunderland,Barnsley,0,1,A
Fulham,Ipswich,4,1,H
Reading,Birmingham,0,2,A
Wolves,Brentford,3,0,H
Sheffield United,Sheffield Weds,0,0,D
Barnsley,Wolves,0,0,D
Birmingham,Derby,0,3,A
Brentford,Bolton,2,0,H
Bristol City,Norwich,0,1,A
Burton,QPR,1,3,A
Cardiff,Sunderland,4,0,H
Hull,Reading,0,0,D
Ipswich,Leeds,1,0,H
Middlesbrough,Fulham,0,1,A
Millwall,Preston,1,1,D
Nott'm Forest,Aston Villa,0,1,A
Derby,Bristol City,0,0,D
Aston Villa,Barnsley,3,1,H
Bolton,Ipswich,1,1,D
Fulham,Burton,6,0,H
Leeds,Millwall,3,4,A
Norwich,Sheffield United,1,2,A
Preston,Birmingham,1,1,D
QPR,Middlesbrough,0,3,A
Reading,Brentford,0,1,A
Sheffield Weds,Cardiff,0,0,D
Sunderland,Hull,1,0,H
Wolves,Nott'm Forest,0,2,A
Barnsley,Fulham,1,3,A
Brentford,Norwich,0,1,A
Bristol City,QPR,2,0,H
Ipswich,Wolves,0,1,A
Birmingham,Sunderland,3,1,H
Burton,Reading,1,3,A
Hull,Leeds,0,0,D
Middlesbrough,Sheffield Weds,0,0,D
Millwall,Derby,0,0,D
Nott'm Forest,Preston,0,3,A
Sheffield United,Aston Villa,0,1,A
Bolton,Bristol City,1,0,H
Aston Villa,Burton,3,2,H
Derby,Brentford,3,0,H
Fulham,Nott'm Forest,2,0,H
Leeds,Cardiff,1,4,A
Norwich,Middlesbrough,1,0,H
Preston,Hull,2,1,H
QPR,Barnsley,1,0,H
Reading,Millwall,0,2,A
Sheffield Weds,Birmingham,1,3,A
Sunderland,Ipswich,0,2,A
Wolves,Sheffield United,3,0,H
Millwall,Cardiff,1,1,D
Barnsley,Sheffield Weds,1,1,D
Bolton,Fulham,1,1,D
Brentford,Preston,1,1,D
Bristol City,Sunderland,3,3,D
Derby,Norwich,1,1,D
Ipswich,Burton,0,0,D
Middlesbrough,Reading,2,1,H
Nott'm Forest,Hull,0,2,A
Sheffield United,Leeds,2,1,H
Wolves,QPR,2,1,H
Aston Villa,Birmingham,2,0,H
Cardiff,Bolton,2,0,H
Sheffield Weds,Derby,2,0,H
Birmingham,Millwall,0,1,A
Burton,Nott'm Forest,0,0,D
Cardiff,Middlesbrough,1,0,H
Fulham,Aston Villa,2,0,H
Preston,Wolves,1,1,D
QPR,Bolton,2,0,H
Sunderland,Brentford,0,2,A
Leeds,Bristol City,2,2,D
Norwich,Ipswich,1,1,D
Aston Villa,Preston,1,1,D
Barnsley,Burton,1,2,A
Bolton,Sunderland,1,0,H
Brentford,Birmingham,5,0,H
Middlesbrough,Hull,3,1,H
Millwall,Sheffield Weds,2,1,H
Nott'm Forest,Reading,1,1,D
Sheffield United,QPR,2,1,H
Bristol City,Fulham,1,1,D
Derby,Leeds,2,2,D
Ipswich,Cardiff,0,1,A
Wolves,Norwich,2,2,D
Hull,Sheffield United,1,0,H
Birmingham,Barnsley,0,2,A
Burton,Millwall,0,1,A
Fulham,Wolves,2,0,H
Leeds,Brentford,1,0,H
Norwich,Bolton,0,0,D
Preston,Ipswich,0,1,A
QPR,Nott'm Forest,2,5,A
Reading,Derby,3,3,D
Sheffield Weds,Aston Villa,2,4,A
Sunderland,Middlesbrough,3,3,D
Cardiff,Bristol City,1,0,H
Hull,Barnsley,1,1,D
Reading,Sheffield United,1,3,A
Middlesbrough,Leeds,3,0,H
Bolton,Preston,1,3,A
Bristol City,Sheffield Weds,4,0,H
Derby,Fulham,1,2,A
Millwall,Sunderland,1,1,D
Nott'm Forest,Birmingham,2,1,H
Birmingham,Middlesbrough,0,1,A
Burton,Brentford,0,2,A
Cardiff,Barnsley,2,1,H
Fulham,Sheffield United,3,0,H
Hull,Millwall,1,2,A
Norwich,Nott'm Forest,0,0,D
Preston,Bristol City,2,1,H
QPR,Derby,1,1,D
Reading,Bolton,1,1,D
Sheffield Weds,Ipswich,1,2,A
Sunderland,Aston Villa,0,3,A
Leeds,Wolves,0,3,A
Aston Villa,Wolves,4,1,H
Burton,Bristol City,0,0,D
Cardiff,Birmingham,3,2,H
Hull,Norwich,4,3,H
Ipswich,Sheffield United,0,0,D
Middlesbrough,Barnsley,3,1,H
Millwall,Brentford,1,0,H
Preston,Fulham,1,2,A
QPR,Sunderland,1,0,H
Reading,Leeds,2,2,D
Sheffield Weds,Bolton,1,1,D
Nott'm Forest,Derby,0,0,D
Aston Villa,QPR,1,3,A
Barnsley,Norwich,1,1,D
Brentford,Cardiff,1,3,A
Ipswich,Hull,0,3,A
Sheffield United,Burton,2,0,H
Wolves,Reading,3,0,H
Barnsley,Millwall,0,2,A
Birmingham,Hull,3,0,H
Bolton,Aston Villa,1,0,H
Brentford,Middlesbrough,1,1,D
Bristol City,Ipswich,1,0,H
Fulham,QPR,2,2,D
Leeds,Sheffield Weds,1,2,A
Norwich,Reading,3,2,H
Sheffield United,Nott'm Forest,0,0,D
Sunderland,Preston,0,2,A
Wolves,Burton,3,1,H
Barnsley,Bristol City,2,2,D
Brentford,Sheffield United,1,1,D
Cardiff,Burton,3,1,H
Derby,Sunderland,1,4,A
Leeds,Bolton,2,1,H
Middlesbrough,Wolves,1,2,A
Millwall,Nott'm Forest,2,0,H
Norwich,Fulham,0,2,A
Reading,QPR,1,0,H
Sheffield Weds,Preston,4,1,H
Birmingham,Ipswich,1,0,H
Hull,Aston Villa,0,0,D
Bristol City,Brentford,0,1,A
Burton,Middlesbrough,1,1,D
Ipswich,Millwall,2,2,D
Preston,Derby,0,1,A
QPR,Norwich,4,1,H
Sheffield United,Cardiff,1,1,D
Sunderland,Sheffield Weds,1,3,A
Aston Villa,Reading,3,0,H
Bolton,Birmingham,0,1,A
Fulham,Leeds,2,0,H
Wolves,Hull,2,2,D
Cardiff,Wolves,0,1,A
Barnsley,Sheffield United,3,2,H
Birmingham,Burton,1,1,D
Brentford,Ipswich,1,0,H
Derby,Bolton,3,0,H
Hull,QPR,4,0,H
Leeds,Sunderland,1,1,D
Middlesbrough,Nott'm Forest,2,0,H
Millwall,Bristol City,2,0,H
Norwich,Aston Villa,3,1,H
Reading,Preston,1,0,H
Sheffield Weds,Fulham,0,1,A
Aston Villa,Cardiff,1,0,H
Bolton,Millwall,0,2,A
Bristol City,Birmingham,3,1,H
Burton,Hull,0,5,A
Fulham,Reading,1,0,H
Ipswich,Barnsley,1,0,H
Nott'm Forest,Brentford,0,1,A
Preston,Leeds,3,1,H
QPR,Sheffield Weds,4,2,H
Sheffield United,Middlesbrough,2,1,H
Sunderland,Norwich,1,1,D
Wolves,Derby,2,0,H
Aston Villa,Leeds,1,0,H
Barnsley,Bolton,2,2,D
Burton,Derby,3,1,H
Fulham,Brentford,1,1,D
Hull,Sheffield Weds,0,1,A
Middlesbrough,Bristol City,2,1,H
Norwich,Cardiff,0,2,A
Nott'm Forest,Ipswich,2,1,H
QPR,Preston,1,2,A
Reading,Sunderland,2,2,D
Sheffield United,Millwall,1,1,D
Wolves,Birmingham,2,0,H
Millwall,Fulham,0,3,A
Birmingham,Sheffield United,2,1,H
Bolton,Wolves,0,4,A
Brentford,QPR,2,1,H
Bristol City,Hull,5,5,D
Cardiff,Nott'm Forest,2,1,H
Derby,Middlesbrough,1,2,A
Ipswich,Aston Villa,0,4,A
Leeds,Barnsley,2,1,H
Preston,Norwich,0,0,D
Sheffield Weds,Reading,3,0,H
Sunderland,Burton,1,2,A
Derby,Cardiff,3,1,H
Nott'm Forest,Barnsley,3,0,H
Fulham,Sunderland,2,1,H
Aston Villa,Derby,1,1,D
Barnsley,Brentford,2,0,H
Burton,Bolton,2,0,H
Hull,Cardiff,0,2,A
Middlesbrough,Millwall,2,0,H
Norwich,Leeds,2,1,H
Nott'm Forest,Bristol City,0,0,D
QPR,Birmingham,3,1,H
Reading,Ipswich,0,4,A
Sheffield United,Preston,0,1,A
Wolves,Sheffield Weds,0,0,D
Birmingham,Fulham,3,1,H
Bolton,Nott'm Forest,3,2,H
Brentford,Hull,1,1,D
Bristol City,Sheffield United,2,3,A
Cardiff,Reading,0,0,D
Derby,Barnsley,4,1,H
Ipswich,Middlesbrough,2,2,D
Leeds,QPR,2,0,H
Millwall,Aston Villa,1,0,H
Preston,Burton,2,1,H
Sheffield Weds,Norwich,5,1,H
Sunderland,Wolves,3,0,H
Fulham,Newcastle,1,0,H
Birmingham,Cardiff,0,0,D
Blackburn,Norwich,1,4,A
Bristol City,Wigan,2,1,H
Derby,Brighton,0,0,D
Huddersfield,Brentford,2,1,H
Ipswich,Barnsley,4,2,H
Nott'm Forest,Burton,4,3,H
Reading,Preston,1,0,H
Rotherham,Wolves,2,2,D
QPR,Leeds,3,0,H
Sheffield Weds,Aston Villa,1,0,H
Brighton,Nott'm Forest,3,0,H
Aston Villa,Rotherham,3,0,H
Barnsley,Derby,2,0,H
Brentford,Ipswich,2,0,H
Burton,Bristol City,1,2,A
Leeds,Birmingham,1,2,A
Newcastle,Huddersfield,1,2,A
Norwich,Sheffield Weds,0,0,D
Preston,Fulham,1,2,A
Wigan,Blackburn,3,0,H
Wolves,Reading,2,0,H
Cardiff,QPR,0,2,A
Aston Villa,Huddersfield,1,1,D
Brentford,Nott'm Forest,1,0,H
Brighton,Rotherham,3,0,H
Burton,Sheffield Weds,3,1,H
Leeds,Fulham,1,1,D
Norwich,Bristol City,1,0,H
Preston,Derby,0,1,A
Wigan,Birmingham,1,1,D
Wolves,Ipswich,0,0,D
Barnsley,QPR,3,2,H
Cardiff,Blackburn,2,1,H
Newcastle,Reading,4,1,H
Birmingham,Wolves,1,3,A
Blackburn,Burton,2,2,D
Bristol City,Newcastle,0,1,A
Derby,Aston Villa,0,0,D
Fulham,Cardiff,2,2,D
Huddersfield,Barnsley,2,1,H
Nott'm Forest,Wigan,4,3,H
QPR,Preston,0,2,A
Reading,Brighton,2,2,D
Rotherham,Brentford,1,0,H
Sheffield Weds,Leeds,0,2,A
Ipswich,Norwich,1,1,D
Burton,Derby,1,0,H
Barnsley,Rotherham,4,0,H
Birmingham,Norwich,3,0,H
Blackburn,Fulham,0,1,A
Brentford,Sheffield Weds,1,1,D
Bristol City,Aston Villa,3,1,H
Cardiff,Reading,0,1,A
Huddersfield,Wolves,1,0,H
Ipswich,Preston,1,0,H
Newcastle,Brighton,2,0,H
Nott'm Forest,Leeds,3,1,H
Wigan,QPR,0,1,A
Reading,Ipswich,2,1,H
Brighton,Brentford,0,2,A
Derby,Newcastle,0,2,A
Fulham,Birmingham,0,1,A
Leeds,Huddersfield,0,1,A
Norwich,Cardiff,3,2,H
Preston,Barnsley,1,2,A
QPR,Blackburn,1,1,D
Rotherham,Bristol City,2,2,D
Sheffield Weds,Wigan,2,1,H
Wolves,Burton,1,1,D
Aston Villa,Nott'm Forest,2,2,D
Brighton,Huddersfield,1,0,H
Derby,Ipswich,0,1,A
Fulham,Burton,1,1,D
Leeds,Blackburn,2,1,H
Norwich,Wigan,2,1,H
Preston,Cardiff,3,0,H
QPR,Newcastle,0,6,A
Reading,Birmingham,0,0,D
Sheffield Weds,Bristol City,3,2,H
Wolves,Barnsley,0,4,A
Aston Villa,Brentford,1,1,D
Rotherham,Nott'm Forest,2,2,D
Barnsley,Reading,1,2,A
Birmingham,Sheffield Weds,2,1,H
Blackburn,Rotherham,4,2,H
Brentford,Preston,5,0,H
Bristol City,Derby,1,1,D
Burton,Brighton,0,1,A
Cardiff,Leeds,0,2,A
Huddersfield,QPR,2,1,H
Ipswich,Aston Villa,0,0,D
Newcastle,Wolves,0,2,A
Nott'm Forest,Norwich,1,2,A
Wigan,Fulham,0,0,D
Preston,Wigan,1,0,H
Aston Villa,Newcastle,1,1,D
Brighton,Barnsley,2,0,H
Derby,Blackburn,1,2,A
Fulham,Bristol City,0,4,A
Leeds,Ipswich,1,0,H
Norwich,Burton,3,1,H
QPR,Birmingham,1,1,D
Reading,Huddersfield,1,0,H
Rotherham,Cardiff,1,2,A
Sheffield Weds,Nott'm Forest,2,1,H
Wolves,Brentford,3,1,H
Barnsley,Aston Villa,1,1,D
Birmingham,Preston,2,2,D
Blackburn,Sheffield Weds,0,1,A
Brentford,Reading,4,1,H
Bristol City,Leeds,1,0,H
Burton,QPR,1,1,D
Cardiff,Derby,0,2,A
Huddersfield,Rotherham,2,1,H
Ipswich,Brighton,0,0,D
Nott'm Forest,Fulham,1,1,D
Wigan,Wolves,2,1,H
Newcastle,Norwich,4,3,H
Birmingham,Blackburn,1,0,H
Brentford,Wigan,0,0,D
Bristol City,Nott'm Forest,2,1,H
Burton,Cardiff,2,0,H
Fulham,QPR,1,2,A
Ipswich,Huddersfield,0,1,A
Leeds,Barnsley,2,1,H
Preston,Aston Villa,2,0,H
Reading,Derby,1,1,D
Rotherham,Newcastle,0,1,A
Sheffield Weds,Brighton,1,2,A
Wolves,Norwich,1,2,A
Cardiff,Bristol City,2,1,H
Nott'm Forest,Birmingham,3,1,H
Aston Villa,Wolves,1,1,D
Barnsley,Fulham,2,4,A
Blackburn,Ipswich,0,0,D
Brighton,Preston,2,2,D
Derby,Leeds,1,0,H
Newcastle,Brentford,3,1,H
Norwich,Rotherham,3,1,H
QPR,Reading,1,1,D
Wigan,Burton,0,0,D
Huddersfield,Sheffield Weds,0,1,A
Barnsley,Newcastle,0,2,A
Birmingham,Rotherham,4,2,H
Blackburn,Nott'm Forest,2,1,H
Brighton,Wolves,1,0,H
Derby,Brentford,0,0,D
Fulham,Norwich,2,2,D
Ipswich,Burton,2,0,H
Leeds,Wigan,1,1,D
QPR,Bristol City,1,0,H
Reading,Aston Villa,1,2,A
Cardiff,Sheffield Weds,1,1,D
Preston,Huddersfield,3,1,H
Burton,Birmingham,2,0,H
Aston Villa,Fulham,1,0,H
Brentford,Barnsley,0,2,A
Bristol City,Blackburn,1,0,H
Huddersfield,Derby,1,0,H
Newcastle,Ipswich,3,0,H
Norwich,Preston,0,1,A
Nott'm Forest,Cardiff,1,2,A
Rotherham,Reading,0,1,A
Sheffield Weds,QPR,1,0,H
Wigan,Brighton,0,1,A
Wolves,Leeds,0,1,A
QPR,Brentford,0,2,A
Barnsley,Bristol City,2,2,D
Blackburn,Wolves,1,1,D
Brighton,Norwich,5,0,H
Cardiff,Wigan,0,1,A
Derby,Sheffield Weds,2,0,H
Fulham,Huddersfield,5,0,H
Ipswich,Rotherham,2,2,D
Leeds,Burton,2,0,H
Preston,Newcastle,1,2,A
Reading,Nott'm Forest,2,0,H
Birmingham,Aston Villa,1,1,D
Brentford,Fulham,0,2,A
Aston Villa,Blackburn,2,1,H
Bristol City,Brighton,0,2,A
Burton,Barnsley,0,0,D
Huddersfield,Birmingham,1,1,D
Newcastle,Cardiff,2,1,H
Norwich,Leeds,2,3,A
Nott'm Forest,QPR,1,1,D
Rotherham,Preston,1,3,A
Sheffield Weds,Ipswich,1,2,A
Wigan,Reading,0,3,A
Wolves,Derby,2,3,A
Brighton,Aston Villa,1,1,D
Barnsley,Wigan,0,0,D
